,offensive.language,tweet_hashed
1983,1,RT @###### once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic&#8230;
1984,1,RT @###### once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic&#8230;
1985,0,RT @###### Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;
1986,0,RT @###### Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;
1987,0,RT @###### Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;
1988,0,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.
1989,0,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.
1990,0,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.
1991,1,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
1992,1,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
1993,1,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
1994,1,You state it gook
1995,1,You state it gook
1996,1,You state it gook
1997,0,@###### soo what you putting on those crackers Gregg?
1998,1,@###### soo what you putting on those crackers Gregg?
1999,0,@###### soo what you putting on those crackers Gregg?
2000,0,@###### @###### They would make a great baby bird pic bruh!
2001,0,@###### @###### They would make a great baby bird pic bruh!
2002,0,@###### @###### They would make a great baby bird pic bruh!
2003,1,@###### Shame of you! Self-hating kike. We Jews are G-d's chosen people.
2004,1,@###### Shame of you! Self-hating kike. We Jews are G-d's chosen people.
2005,1,@###### Shame of you! Self-hating kike. We Jews are G-d's chosen people.
2008,0,RT @###### DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @###### 14th St cc: @###### @######
2009,0,RT @###### DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @###### 14th St cc: @###### @######
2010,0,RT @###### DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @###### 14th St cc: @###### @######
2011,1,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
2012,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
2013,1,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
2014,1,Everybody is being a bitch at my house
2015,1,Everybody is being a bitch at my house
2016,1,Everybody is being a bitch at my house
2017,1,RT @###### Bitches ain't shit hoes ain't neither
2018,1,RT @###### Bitches ain't shit hoes ain't neither
2019,1,RT @###### Bitches ain't shit hoes ain't neither
2020,1,RT @###### Look at u now u pregnant stupid bitch lol
2021,1,RT @###### Look at u now u pregnant stupid bitch lol
2022,1,RT @###### Look at u now u pregnant stupid bitch lol
2023,1,If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material
2024,0,If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material
2025,1,If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material
2026,0,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes."
2027,0,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes."
2028,0,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes."
2029,1,"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden"
2030,0,"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden"
2031,0,"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden"
2032,1,"RT @###### ""You gotta have luuuuube/All ya really need is luuuube!""- Dental Dam Yankees"
2033,0,"RT @###### ""You gotta have luuuuube/All ya really need is luuuube!""- Dental Dam Yankees"
2034,0,"RT @###### ""You gotta have luuuuube/All ya really need is luuuube!""- Dental Dam Yankees"
2035,0,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;
2036,0,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;
2037,0,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;
2038,0,A bitch who can't ride dick is useless
2039,1,A bitch who can't ride dick is useless
2040,1,A bitch who can't ride dick is useless
2041,1,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey
2042,1,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey
2043,0,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey
2044,0,#Dutch farmers are white trash.
2045,1,#Dutch farmers are white trash.
2046,1,#Dutch farmers are white trash.
2047,0,"@###### Are you sure about that, slant? They're plagiarists, and you have no idea who I am."
2048,0,"@###### Are you sure about that, slant? They're plagiarists, and you have no idea who I am."
2049,0,"@###### Are you sure about that, slant? They're plagiarists, and you have no idea who I am."
2050,1,Fuck you bruh Ima look at your young bitch..
2051,1,Fuck you bruh Ima look at your young bitch..
2052,1,Fuck you bruh Ima look at your young bitch..
2053,0,@###### @###### he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
2054,0,@###### @###### he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
2055,0,@###### @###### he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
2056,1,"@###### ""leave you beaner retard"""
2057,0,"@###### ""leave you beaner retard"""
2058,1,"@###### ""leave you beaner retard"""
2059,1,These hoes going BROKE trying to look RICH. ACT your WAGE!
2060,1,These hoes going BROKE trying to look RICH. ACT your WAGE!
2061,1,These hoes going BROKE trying to look RICH. ACT your WAGE!
2062,1,"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer"
2063,1,"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer"
2064,0,"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer"
2065,1,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe
2066,1,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe
2067,1,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe
2068,0,kit kats trash
2069,0,kit kats trash
2070,0,kit kats trash
2071,1,Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer
2072,1,Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer
2073,1,Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer
2074,0,Little things can just kill a negros mood man
2075,1,Little things can just kill a negros mood man
2076,0,Little things can just kill a negros mood man
2077,1,RT @###### Hate fags? The answer's yes.
2078,1,RT @###### Hate fags? The answer's yes.
2079,1,RT @###### Hate fags? The answer's yes.
2080,0,@###### I'm guessing so. The players are talking trash.
2081,0,@###### I'm guessing so. The players are talking trash.
2082,0,@###### I'm guessing so. The players are talking trash.
2083,1,RT @###### These hoes ain't got nothin' on ya &#127926;
2084,1,RT @###### These hoes ain't got nothin' on ya &#127926;
2085,1,RT @###### These hoes ain't got nothin' on ya &#127926;
2086,1,@###### shes a bad bitch
2087,1,@###### shes a bad bitch
2088,1,@###### shes a bad bitch
2089,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth
2090,1,Ayy Carlton is a ghetto school now #SwitchedAtBirth
2091,1,Ayy Carlton is a ghetto school now #SwitchedAtBirth
2092,0,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @######"
2093,0,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @######"
2094,0,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @######"
2095,0,@###### @###### @###### I miss the pizza! The passion.
2096,0,@###### @###### @###### I miss the pizza! The passion.
2097,0,@###### @###### @###### I miss the pizza! The passion.
2098,1,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!
2099,0,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!
2100,0,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!
2101,1,Aye a nicca is tired tho!
2102,1,Aye a nicca is tired tho!
2103,1,Aye a nicca is tired tho!
2104,0,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt"
2105,0,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt"
2106,0,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt"
2107,1,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost
2108,1,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost
2109,1,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost
2110,0,@###### That talentless skag IS a wardrobe malfunction.
2111,0,@###### That talentless skag IS a wardrobe malfunction.
2112,1,@###### That talentless skag IS a wardrobe malfunction.
2113,0,@###### I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
2114,0,@###### I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
2115,0,@###### I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
2116,1,@###### no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag
2117,1,@###### no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag
2118,1,@###### no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag
2121,0,My dumbass has a redskins mcnab jersey
2122,1,My dumbass has a redskins mcnab jersey
2123,1,My dumbass has a redskins mcnab jersey
2124,1,Shut up faggot
2125,1,Shut up faggot
2126,1,Shut up faggot
2127,0,DEREK JETER clap clap clapclapclap #Yankees
2128,0,DEREK JETER clap clap clapclapclap #Yankees
2129,0,DEREK JETER clap clap clapclapclap #Yankees
2130,0,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day."
2131,0,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day."
2132,0,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day."
2133,1,RT @###### If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
2134,1,RT @###### If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
2135,1,RT @###### If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
2136,0,RT @###### Horrible RT @###### Invader Zim was trash
2137,0,RT @###### Horrible RT @###### Invader Zim was trash
2138,0,RT @###### Horrible RT @###### Invader Zim was trash
2139,0,@###### do u still have ur blk. pom?
2140,0,@###### do u still have ur blk. pom?
2141,0,@###### do u still have ur blk. pom?
2142,0,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived."
2143,0,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived."
2144,0,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived."
2145,1,"Aint no bitches here... Well, like 3"
2146,1,"Aint no bitches here... Well, like 3"
2147,1,"Aint no bitches here... Well, like 3"
2148,1,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?
2149,1,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?
2150,1,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?
2151,1,@###### they said some bullshit. Damn niggers
2152,0,@###### they said some bullshit. Damn niggers
2153,1,@###### they said some bullshit. Damn niggers
2154,1,@###### you dirty little bitch
2155,1,@###### you dirty little bitch
2156,1,@###### you dirty little bitch
2157,0,"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;"
2158,0,"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;"
2159,0,"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;"
2160,0,"RT @###### I know ya friends tellin u, leave me for good, but fuck them hating ass hoes babe"
2161,0,"RT @###### I know ya friends tellin u, leave me for good, but fuck them hating ass hoes babe"
2162,0,"RT @###### I know ya friends tellin u, leave me for good, but fuck them hating ass hoes babe"
2163,1,@###### I glads dis colored man cans be of soyvice fo da white man
2164,0,@###### I glads dis colored man cans be of soyvice fo da white man
2165,0,@###### I glads dis colored man cans be of soyvice fo da white man
2166,0,@###### I'll show up and chug a beer or 8
2167,0,@###### I'll show up and chug a beer or 8
2168,0,@###### I'll show up and chug a beer or 8
2169,1,"@###### Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?"
2170,1,"@###### Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?"
2171,0,"@###### Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?"
2172,1,@###### @###### @###### @###### indeed I did nigga is too over used so I use nigger
2173,1,@###### @###### @###### @###### indeed I did nigga is too over used so I use nigger
2174,1,@###### @###### @###### @###### indeed I did nigga is too over used so I use nigger
2175,0,I need a bad bitch thats gon treat me good
2176,1,I need a bad bitch thats gon treat me good
2177,1,I need a bad bitch thats gon treat me good
2178,0,RT @###### Lmfaooooo &gt;RT @###### Lmaoo Thats what u got from this? RT @###### Dougie be yamming the coon all that beat boxing &#128553;
2179,0,RT @###### Lmfaooooo &gt;RT @###### Lmaoo Thats what u got from this? RT @###### Dougie be yamming the coon all that beat boxing &#128553;
2180,1,RT @###### Lmfaooooo &gt;RT @###### Lmaoo Thats what u got from this? RT @###### Dougie be yamming the coon all that beat boxing &#128553;
2181,1,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen
2182,1,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen
2183,1,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen
2184,0,Tf bitch do mine
2185,1,Tf bitch do mine
2186,1,Tf bitch do mine
2187,1,It prolli seem like I flirt but iont want none of y'all hoes &#128514;
2188,1,It prolli seem like I flirt but iont want none of y'all hoes &#128514;
2189,1,It prolli seem like I flirt but iont want none of y'all hoes &#128514;
2190,1,@###### *yourself *faggot buy a dictionary
2191,1,@###### *yourself *faggot buy a dictionary
2192,1,@###### *yourself *faggot buy a dictionary
2193,1,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.
2194,1,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.
2195,1,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.
2196,1,RT @###### when my girl don't text me back I just tweet. I don't text other bitches Bc I don't want her texting other niggas when I d&#8230;
2197,1,RT @###### when my girl don't text me back I just tweet. I don't text other bitches Bc I don't want her texting other niggas when I d&#8230;
2198,1,RT @###### when my girl don't text me back I just tweet. I don't text other bitches Bc I don't want her texting other niggas when I d&#8230;
2199,1,RT @###### @###### because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you
2200,1,RT @###### @###### because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you
2201,1,RT @###### @###### because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you
2202,1,Why won't we run the ball? Our offensive coordinator is retarded
2203,1,Why won't we run the ball? Our offensive coordinator is retarded
2204,1,Why won't we run the ball? Our offensive coordinator is retarded
2205,1,@###### @###### sand nigger ran over some Kidd
2206,1,@###### @###### sand nigger ran over some Kidd
2207,1,@###### @###### sand nigger ran over some Kidd
2208,0,We hate you too lil nicca! Lol RT @###### I Hate The Steelers Dawg
2209,1,We hate you too lil nicca! Lol RT @###### I Hate The Steelers Dawg
2210,1,We hate you too lil nicca! Lol RT @###### I Hate The Steelers Dawg
2211,1,@###### sounds like gypos to me - they used to do this all the time where I lived
2212,1,@###### sounds like gypos to me - they used to do this all the time where I lived
2213,0,@###### sounds like gypos to me - they used to do this all the time where I lived
2214,0,"RT @###### In the Yankees draft room, they had a huge picture of Greg Campbell with the message, ""this is the makeup we're looking for."""
2215,0,"RT @###### In the Yankees draft room, they had a huge picture of Greg Campbell with the message, ""this is the makeup we're looking for."""
2216,0,"RT @###### In the Yankees draft room, they had a huge picture of Greg Campbell with the message, ""this is the makeup we're looking for."""
2217,0,@###### But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.
2218,0,@###### But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.
2219,0,@###### But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.
2220,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
2221,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
2222,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
2223,0,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn"
2224,0,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn"
2225,0,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn"
2226,1,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
2227,1,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
2228,1,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
2229,1,"@###### @###### @###### the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol"
2230,1,"@###### @###### @###### the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol"
2231,1,"@###### @###### @###### the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol"
2232,1,RT @###### Karma is a bitch just make sure that bitch is beautiful.
2233,1,RT @###### Karma is a bitch just make sure that bitch is beautiful.
2234,0,RT @###### Karma is a bitch just make sure that bitch is beautiful.
2235,1,RT @###### Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
2236,1,RT @###### Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
2237,1,RT @###### Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
2238,1,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did
2239,0,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did
2240,1,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did
2241,0,@###### trash
2244,1,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
2245,1,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
2246,0,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
2247,1,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
2248,1,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
2249,1,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
2250,1,Leave the bitchen to bitches
2251,1,Leave the bitchen to bitches
2252,1,Leave the bitchen to bitches
2253,0,@###### Explains why they're waving trash bags around over their heads.
2254,0,@###### Explains why they're waving trash bags around over their heads.
2255,0,@###### Explains why they're waving trash bags around over their heads.
2256,1,I can fuck yo bitch and you can't
2257,1,I can fuck yo bitch and you can't
2258,1,I can fuck yo bitch and you can't
2259,1,I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.
2260,1,I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.
2261,1,I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.
2262,1,Draft Drinking Game: chug a beer everytime you see a black woman crying. @######
2263,0,Draft Drinking Game: chug a beer everytime you see a black woman crying. @######
2264,0,Draft Drinking Game: chug a beer everytime you see a black woman crying. @######
2265,1,Raunchy ass hoe.
2266,1,Raunchy ass hoe.
2267,0,Raunchy ass hoe.
2268,1,@###### restricton g means your license been revoked stop making excuses you a straight up bitch
2269,1,@###### restricton g means your license been revoked stop making excuses you a straight up bitch
2270,1,@###### restricton g means your license been revoked stop making excuses you a straight up bitch
2271,1,All these bitches know that you're my nigga &#128075;
2272,1,All these bitches know that you're my nigga &#128075;
2273,1,All these bitches know that you're my nigga &#128075;
2274,1,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
2275,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
2276,1,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
2277,0,A random am scroll lands me here...RT @###### Charlie horses durin sex just simply means you didn't drink enough water that day
2278,0,A random am scroll lands me here...RT @###### Charlie horses durin sex just simply means you didn't drink enough water that day
2279,0,A random am scroll lands me here...RT @###### Charlie horses durin sex just simply means you didn't drink enough water that day
2280,0,Brandon Jennings trash
2281,0,Brandon Jennings trash
2282,1,Brandon Jennings trash
2283,0,RT @###### Told you RT @###### Artprize is more than trash
2284,0,RT @###### Told you RT @###### Artprize is more than trash
2285,0,RT @###### Told you RT @###### Artprize is more than trash
2286,0,RT @###### Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.
2287,0,RT @###### Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.
2288,0,RT @###### Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.
2289,0,Kobe ain't no hoe.
2290,0,Kobe ain't no hoe.
2291,1,Kobe ain't no hoe.
2292,1,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo
2293,1,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo
2294,1,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo
2295,1,Those guys are the definition of white trash
2296,0,Those guys are the definition of white trash
2297,1,Those guys are the definition of white trash
2298,1,@###### @###### shut the fuck up fag ill beat the shit outta you
2299,1,@###### @###### shut the fuck up fag ill beat the shit outta you
2300,1,@###### @###### shut the fuck up fag ill beat the shit outta you
2301,1,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.
2302,1,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.
2303,1,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.
2304,0,@###### @###### is an evil hate whitey racist who thinks Delbert Belton deserved it. @###### @###### @######
2305,1,@###### @###### is an evil hate whitey racist who thinks Delbert Belton deserved it. @###### @###### @######
2306,0,@###### @###### is an evil hate whitey racist who thinks Delbert Belton deserved it. @###### @###### @######
2307,1,@###### Is a fag
2308,0,@###### Is a fag
2309,1,@###### Is a fag
2310,1,Dhugga Dhugga baby D H U G E R kiss a nigga bitch perfect no CPR &#128068;
2311,1,Dhugga Dhugga baby D H U G E R kiss a nigga bitch perfect no CPR &#128068;
2312,1,Dhugga Dhugga baby D H U G E R kiss a nigga bitch perfect no CPR &#128068;
2313,0,RT @###### Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;
2314,0,RT @###### Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;
2315,0,RT @###### Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;
2316,0,We can't call somebody wack we got Raymond Felton RT @###### Lin so trash.
2317,0,We can't call somebody wack we got Raymond Felton RT @###### Lin so trash.
2318,0,We can't call somebody wack we got Raymond Felton RT @###### Lin so trash.
2319,1,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...
2320,1,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...
2321,0,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...
2322,1,I LISTEN TO BASED GOD ONE TIME NOW IM BASED. No bitch stfu. Your like 13 stay outa the based game.
2323,1,I LISTEN TO BASED GOD ONE TIME NOW IM BASED. No bitch stfu. Your like 13 stay outa the based game.
2324,1,I LISTEN TO BASED GOD ONE TIME NOW IM BASED. No bitch stfu. Your like 13 stay outa the based game.
2325,1,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment"
2326,1,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment"
2327,1,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment"
2328,1,RT @###### Lil stupid ass bitch.. i aint fucking with YOU &#128514;
2329,1,RT @###### Lil stupid ass bitch.. i aint fucking with YOU &#128514;
2330,1,RT @###### Lil stupid ass bitch.. i aint fucking with YOU &#128514;
2331,0,I think I'll just eat this brownie and pass out
2332,0,I think I'll just eat this brownie and pass out
2333,0,I think I'll just eat this brownie and pass out
2334,1,"You little stupid ass bitch, i aint fuckin with you!!!!!"
2335,1,"You little stupid ass bitch, i aint fuckin with you!!!!!"
2336,1,"You little stupid ass bitch, i aint fuckin with you!!!!!"
2337,1,colored denim makes me puke
2338,0,colored denim makes me puke
2339,0,colored denim makes me puke
2340,1,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
2341,1,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
2342,1,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
2343,0,Or get swept in MoTown LOL #Yankees #Tigers #MLB
2344,0,Or get swept in MoTown LOL #Yankees #Tigers #MLB
2345,0,Or get swept in MoTown LOL #Yankees #Tigers #MLB
2346,0,&#8220;@###### Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization
2347,0,&#8220;@###### Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization
2348,0,&#8220;@###### Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization
2349,0,@###### I wanted to see that but I like trash sometimes lol
2350,0,@###### I wanted to see that but I like trash sometimes lol
2351,0,@###### I wanted to see that but I like trash sometimes lol
2352,1,"@###### please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks."
2353,1,"@###### please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks."
2354,1,"@###### please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks."
2355,1,RT @###### I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.
